Contract Name	Last Trade Date (EDT)	Strike	Last Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
SPY250818P00605000	8/15/2025 4:05 PM	605	0.03	0.02	0.03	-0.04	-57.14%	2,049	1,844	33.20%
SPY250818P00608000	8/15/2025 4:12 PM	608	0.03	0.02	0.03	-0.05	-62.50%	102	616	30.86%
SPY250818P00609000	8/15/2025 4:04 PM	609	0.03	0.02	0.04	-0.06	-66.67%	79	594	31.06%
SPY250818P00610000	8/15/2025 4:03 PM	610	0.03	0.03	0.04	-0.07	-70.00%	168	2,429	30.27%
SPY250818P00611000	8/15/2025 3:57 PM	611	0.03	0.03	0.04	-0.06	-66.67%	146	430	29.49%
SPY250818P00612000	8/15/2025 3:55 PM	612	0.03	0.03	0.04	-0.07	-70.00%	175	2,702	28.52%
SPY250818P00613000	8/15/2025 3:59 PM	613	0.02	0.03	0.04	-0.07	-77.78%	396	443	27.74%
SPY250818P00614000	8/15/2025 4:08 PM	614	0.03	0.03	0.04	-0.06	-66.67%	119	1,200	26.95%
SPY250818P00615000	8/15/2025 4:14 PM	615	0.04	0.03	0.04	-0.05	-55.56%	687	2,471	26.17%
SPY250818P00616000	8/15/2025 4:13 PM	616	0.04	0.03	0.04	-0.08	-66.67%	411	572	25.29%
SPY250818P00617000	8/15/2025 4:08 PM	617	0.05	0.03	0.04	-0.05	-50.00%	1,359	528	24.41%
SPY250818P00618000	8/15/2025 4:01 PM	618	0.03	0.04	0.05	-0.09	-75.00%	1,469	575	24.41%
SPY250818P00619000	8/15/2025 4:13 PM	619	0.04	0.04	0.05	-0.07	-63.64%	1,179	265	23.54%
SPY250818P00620000	8/15/2025 4:11 PM	620	0.05	0.04	0.05	-0.06	-54.55%	2,100	1,489	22.66%
SPY250818P00621000	8/15/2025 4:08 PM	621	0.05	0.04	0.05	-0.06	-54.55%	222	665	21.78%
SPY250818P00622000	8/15/2025 4:13 PM	622	0.05	0.04	0.05	-0.08	-61.54%	210	1,209	20.90%
SPY250818P00623000	8/15/2025 4:12 PM	623	0.06	0.05	0.06	-0.06	-50.00%	293	680	20.61%
SPY250818P00624000	8/15/2025 4:14 PM	624	0.06	0.05	0.06	-0.07	-53.85%	1,504	746	19.73%
SPY250818P00625000	8/15/2025 4:14 PM	625	0.06	0.06	0.07	-0.07	-53.85%	1,453	1,616	19.34%
SPY250818P00626000	8/15/2025 4:10 PM	626	0.06	0.06	0.07	-0.08	-57.14%	2,310	830	18.36%
SPY250818P00627000	8/15/2025 4:14 PM	627	0.07	0.06	0.07	-0.09	-56.25%	2,326	640	17.48%
SPY250818P00628000	8/15/2025 4:11 PM	628	0.08	0.07	0.08	-0.09	-52.94%	2,433	1,206	16.94%
SPY250818P00629000	8/15/2025 4:14 PM	629	0.08	0.08	0.09	-0.11	-57.89%	2,895	2,153	16.31%
SPY250818P00630000	8/15/2025 4:14 PM	630	0.10	0.09	0.10	-0.11	-52.38%	7,889	7,119	15.67%
SPY250818P00631000	8/15/2025 4:13 PM	631	0.11	0.10	0.12	-0.11	-50.00%	3,817	1,743	15.19%
SPY250818P00632000	8/15/2025 4:14 PM	632	0.12	0.12	0.13	-0.14	-53.85%	3,428	1,935	14.41%
SPY250818P00633000	8/15/2025 4:14 PM	633	0.14	0.14	0.16	-0.15	-51.72%	8,397	2,999	13.97%
SPY250818P00634000	8/15/2025 4:14 PM	634	0.18	0.17	0.18	-0.16	-47.06%	13,996	1,892	13.23%
SPY250818P00635000	8/15/2025 4:14 PM	635	0.22	0.21	0.23	-0.18	-45.00%	26,747	3,774	12.87%
SPY250818P00636000	8/15/2025 4:14 PM	636	0.27	0.27	0.29	-0.21	-43.75%	14,187	2,706	12.45%
SPY250818P00637000	8/15/2025 4:14 PM	637	0.33	0.33	0.34	-0.23	-41.07%	10,960	2,787	11.74%
SPY250818P00638000	8/15/2025 4:14 PM	638	0.42	0.42	0.44	-0.22	-34.38%	19,148	2,882	11.35%
SPY250818P00639000	8/15/2025 4:14 PM	639	0.55	0.53	0.55	-0.21	-27.63%	16,851	2,747	10.82%
SPY250818P00640000	8/15/2025 4:14 PM	640	0.69	0.68	0.71	-0.25	-26.60%	41,639	8,812	10.40%
SPY250818P00641000	8/15/2025 4:14 PM	641	0.90	0.89	0.90	-0.18	-16.67%	21,759	2,132	9.88%
SPY250818P00642000	8/15/2025 4:14 PM	642	1.15	1.16	1.17	-0.21	-15.44%	44,996	3,565	9.48%
SPY250818P00643000	8/15/2025 4:14 PM	643	1.54	1.52	1.56	-0.11	-6.67%	69,845	3,152	9.33%
SPY250818P00644000	8/15/2025 4:14 PM	644	2.00	1.95	2.05	0.01	0.50%	66,641	5,181	9.24%
SPY250818P00645000	8/15/2025 4:14 PM	645	2.57	2.51	2.63	0.15	6.20%	37,942	3,436	9.14%
SPY250818P00646000	8/15/2025 4:13 PM	646	3.30	3.24	3.40	0.46	16.20%	11,616	2,040	9.69%
SPY250818P00647000	8/15/2025 4:14 PM	647	4.03	4.02	4.20	0.65	19.23%	3,401	613	10.06%
SPY250818P00648000	8/15/2025 4:13 PM	648	5.03	4.88	5.06	0.93	22.68%	1,519	320	10.54%
SPY250818P00649000	8/15/2025 4:12 PM	649	6.01	5.78	5.97	1.05	21.17%	1,235	155	11.16%
SPY250818P00650000	8/15/2025 4:12 PM	650	7.00	6.80	7.70	1.52	27.74%	1,061	447	18.23%
SPY250818P00651000	8/15/2025 4:13 PM	651	7.91	7.55	8.55	1.50	23.40%	528	37	18.65%
SPY250818P00652000	8/15/2025 4:13 PM	652	8.91	8.55	9.55	1.86	26.38%	264	49	20.12%
SPY250818P00675000	8/12/2025 9:44 AM	675	36.89	30.38	33.38	0.00	0.00%	4	1	57.40%
SPY250819P00405000	8/15/2025 4:11 PM	405	0.01	0.00	0.01	0.00	0.00%	1	100	150.00%
SPY250819P00420000	8/7/2025 4:11 PM	420	0.02	0.00	0.01	0.00	0.00%	-	0	137.50%
SPY250819P00425000	8/6/2025 4:06 PM	425	0.03	0.00	0.01	0.00	0.00%	-	2	134.38%
SPY250819P00430000	8/6/2025 1:13 PM	430	0.03	0.00	0.01	0.00	0.00%	-	1	131.25%
SPY250819P00445000	8/7/2025 9:49 AM	445	0.03	0.00	0.01	0.00	0.00%	-	1	118.75%
SPY250819P00450000	8/6/2025 11:00 AM	450	0.04	0.00	0.01	0.00	0.00%	-	1	115.63%
SPY250819P00455000	8/8/2025 9:50 AM	455	0.02	0.00	0.01	0.00	0.00%	1	1	112.50%
SPY250819P00460000	8/11/2025 2:45 PM	460	0.02	0.00	0.01	0.00	0.00%	1	13	109.38%
SPY250819P00465000	8/8/2025 3:26 PM	465	0.02	0.00	0.01	0.00	0.00%	10	10	106.25%
SPY250819P00470000	8/12/2025 10:40 AM	470	0.01	0.00	0.01	0.00	0.00%	304	604	103.13%
SPY250819P00480000	8/12/2025 12:30 PM	480	0.01	0.00	0.01	0.00	0.00%	31	331	96.88%
SPY250819P00495000	8/7/2025 11:18 AM	495	0.06	0.00	0.01	0.00	0.00%	-	205	87.50%
SPY250819P00505000	8/11/2025 4:11 PM	505	0.03	0.00	0.01	0.00	0.00%	144	418	81.25%
SPY250819P00515000	8/13/2025 1:18 PM	515	0.01	0.00	0.01	0.00	0.00%	31	102	75.00%
SPY250819P00520000	8/13/2025 10:06 AM	520	0.02	0.00	0.01	0.00	0.00%	25	681	71.88%
SPY250819P00525000	8/12/2025 10:41 AM	525	0.02	0.00	0.01	0.00	0.00%	30	105	68.75%
SPY250819P00530000	8/13/2025 2:44 PM	530	0.01	0.00	0.01	0.00	0.00%	1,200	586	65.63%
SPY250819P00535000	8/15/2025 10:44 AM	535	0.01	0.00	0.01	-0.01	-50.00%	5	203	62.50%
SPY250819P00540000	8/15/2025 4:02 PM	540	0.01	0.00	0.02	0.00	0.00%	1,531	535	62.50%
SPY250819P00545000	8/15/2025 3:55 PM	545	0.01	0.01	0.02	0.00	0.00%	598	482	61.72%
SPY250819P00550000	8/15/2025 9:40 AM	550	0.02	0.01	0.02	0.00	0.00%	180	1,458	58.59%
SPY250819P00555000	8/15/2025 1:08 PM	555	0.01	0.01	0.02	-0.01	-50.00%	28	519	55.47%
SPY250819P00560000	8/15/2025 4:11 PM	560	0.01	0.01	0.02	-0.02	-66.67%	1	434	52.34%
SPY250819P00565000	8/14/2025 4:13 PM	565	0.02	0.01	0.02	-0.02	-50.00%	1	194	50.78%
SPY250819P00570000	8/15/2025 3:49 PM	570	0.02	0.02	0.03	-0.02	-50.00%	1,675	580	49.61%
SPY250819P00575000	8/15/2025 3:20 PM	575	0.02	0.02	0.03	-0.02	-50.00%	1,084	1,471	46.48%
SPY250819P00580000	8/15/2025 2:17 PM	580	0.02	0.02	0.03	-0.03	-60.00%	2,021	1,104	43.36%
SPY250819P00585000	8/15/2025 4:12 PM	585	0.04	0.02	0.03	-0.01	-20.00%	279	1,113	40.04%
SPY250819P00590000	8/15/2025 2:43 PM	590	0.03	0.03	0.04	-0.04	-57.14%	3,505	247	37.89%
SPY250819P00595000	8/15/2025 4:11 PM	595	0.05	0.04	0.05	-0.02	-28.57%	150	581	35.55%
SPY250819P00600000	8/15/2025 4:08 PM	600	0.05	0.04	0.05	-0.03	-37.50%	262	493	32.23%
SPY250819P00605000	8/15/2025 4:11 PM	605	0.05	0.05	0.06	-0.04	-44.44%	20	2,059	29.49%
SPY250819P00608000	8/15/2025 10:53 AM	608	0.06	0.05	0.06	-0.07	-53.85%	23	704	27.34%
SPY250819P00609000	8/15/2025 4:13 PM	609	0.07	0.05	0.06	-0.05	-41.67%	2	247	26.66%
SPY250819P00610000	8/15/2025 3:33 PM	610	0.04	0.06	0.07	-0.06	-60.00%	18	501	26.56%
SPY250819P00611000	8/15/2025 2:31 PM	611	0.06	0.06	0.07	-0.06	-50.00%	6	699	25.88%
SPY250819P00612000	8/15/2025 11:12 AM	612	0.06	0.06	0.07	-0.07	-53.85%	403	540	25.10%
SPY250819P00613000	8/15/2025 12:09 PM	613	0.06	0.06	0.07	-0.08	-57.14%	5	279	24.41%
SPY250819P00614000	8/15/2025 4:14 PM	614	0.08	0.06	0.08	-0.09	-52.94%	3,544	84	24.12%
SPY250819P00615000	8/15/2025 4:14 PM	615	0.08	0.07	0.08	-0.05	-38.46%	2,189	1,396	23.44%
SPY250819P00616000	8/15/2025 4:13 PM	616	0.07	0.07	0.08	-0.07	-50.00%	36	126	22.71%
SPY250819P00617000	8/15/2025 4:13 PM	617	0.09	0.08	0.09	-0.07	-43.75%	2,250	293	22.36%
SPY250819P00618000	8/15/2025 4:13 PM	618	0.08	0.08	0.09	-0.06	-42.86%	55	355	21.63%
SPY250819P00619000	8/15/2025 4:14 PM	619	0.08	0.08	0.10	-0.07	-46.67%	41	1,344	21.24%
SPY250819P00620000	8/15/2025 3:59 PM	620	0.07	0.09	0.10	-0.09	-56.25%	1,578	2,482	20.51%
SPY250819P00621000	8/15/2025 3:37 PM	621	0.09	0.09	0.11	-0.07	-43.75%	118	2,047	20.02%
SPY250819P00622000	8/15/2025 4:13 PM	622	0.10	0.10	0.11	-0.08	-44.44%	442	545	19.24%
SPY250819P00623000	8/15/2025 4:06 PM	623	0.12	0.11	0.12	-0.06	-33.33%	396	1,930	18.75%
SPY250819P00624000	8/15/2025 4:13 PM	624	0.12	0.12	0.13	-0.07	-36.84%	2,136	807	18.26%
SPY250819P00625000	8/15/2025 4:03 PM	625	0.14	0.12	0.14	-0.07	-33.33%	442	1,379	17.68%
SPY250819P00626000	8/15/2025 4:10 PM	626	0.16	0.13	0.15	-0.08	-33.33%	318	578	17.09%
SPY250819P00627000	8/15/2025 4:14 PM	627	0.15	0.15	0.16	-0.09	-37.50%	4,645	1,385	16.46%
SPY250819P00628000	8/15/2025 4:13 PM	628	0.18	0.16	0.18	-0.09	-33.33%	1,329	3,755	16.02%
SPY250819P00629000	8/15/2025 4:12 PM	629	0.20	0.18	0.20	-0.10	-33.33%	1,361	1,244	15.48%
SPY250819P00630000	8/15/2025 4:14 PM	630	0.20	0.21	0.22	-0.14	-41.18%	3,119	3,163	14.92%
SPY250819P00631000	8/15/2025 4:14 PM	631	0.25	0.24	0.26	-0.10	-28.57%	2,223	689	14.58%
SPY250819P00632000	8/15/2025 4:14 PM	632	0.28	0.27	0.29	-0.13	-31.71%	2,181	1,343	14.01%
SPY250819P00633000	8/15/2025 4:14 PM	633	0.33	0.32	0.34	-0.15	-31.25%	2,594	612	13.62%
SPY250819P00634000	8/15/2025 4:14 PM	634	0.39	0.37	0.40	-0.12	-23.53%	6,892	10,359	13.21%
SPY250819P00635000	8/15/2025 4:14 PM	635	0.45	0.44	0.47	-0.12	-21.05%	2,889	2,436	12.78%
SPY250819P00636000	8/15/2025 4:14 PM	636	0.54	0.53	0.56	-0.13	-19.40%	2,227	1,119	12.39%
SPY250819P00637000	8/15/2025 4:14 PM	637	0.63	0.64	0.66	-0.13	-17.11%	2,046	2,635	11.94%
SPY250819P00638000	8/15/2025 4:14 PM	638	0.78	0.78	0.79	-0.10	-11.36%	2,782	933	11.55%
SPY250819P00639000	8/15/2025 4:14 PM	639	0.93	0.93	0.96	-0.17	-15.45%	6,184	1,116	11.21%
SPY250819P00640000	8/15/2025 4:14 PM	640	1.14	1.13	1.17	-0.11	-8.80%	8,305	2,355	10.89%
SPY250819P00641000	8/15/2025 4:14 PM	641	1.40	1.39	1.45	-0.07	-4.76%	3,122	1,629	10.68%
SPY250819P00642000	8/15/2025 4:14 PM	642	1.70	1.69	1.71	0.00	0.00%	5,724	1,346	10.16%
SPY250819P00645000	8/15/2025 4:14 PM	645	3.03	3.04	3.16	0.19	6.69%	5,760	1,364	9.85%
SPY250819P00648000	8/15/2025 4:13 PM	648	5.22	5.03	5.29	1.46	38.83%	244	268	10.00%
SPY250819P00649000	8/15/2025 3:55 PM	649	6.04	5.88	6.14	0.92	17.97%	361	84	10.28%
SPY250819P00650000	8/15/2025 3:58 PM	650	6.68	6.78	7.04	0.78	13.22%	429	591	10.72%
SPY250819P00651000	8/15/2025 4:04 PM	651	8.12	7.61	8.61	2.32	40.00%	34	36	15.60%
SPY250819P00658000	8/15/2025 3:56 PM	658	14.86	14.01	16.01	-8.34	-35.95%	2	2	26.29%
SPY250820P00405000	8/8/2025 12:56 PM	405	0.01	0.00	0.01	0.00	0.00%	1	1	128.13%
SPY250820P00420000	8/11/2025 9:47 AM	420	0.02	0.00	0.01	0.00	0.00%	156	85	118.75%
SPY250820P00435000	8/7/2025 9:48 AM	435	0.02	0.00	0.01	0.00	0.00%	-	1	109.38%
SPY250820P00440000	8/8/2025 1:56 PM	440	0.01	0.00	0.01	0.00	0.00%	2	3	106.25%
SPY250820P00450000	8/12/2025 10:55 AM	450	0.01	0.00	0.01	0.00	0.00%	304	308	100.00%
SPY250820P00455000	8/12/2025 11:32 AM	455	0.01	0.00	0.01	0.00	0.00%	305	307	96.88%
SPY250820P00495000	8/13/2025 1:40 PM	495	0.02	0.00	0.01	0.00	0.00%	30	451	75.00%
SPY250820P00505000	8/15/2025 1:17 PM	505	0.01	0.00	0.02	0.00	0.00%	1	201	73.44%
SPY250820P00510000	8/12/2025 2:16 PM	510	0.02	0.00	0.02	0.00	0.00%	110	278	70.31%
SPY250820P00515000	8/14/2025 10:16 AM	515	0.01	0.01	0.02	0.00	0.00%	15	450	70.31%
SPY250820P00520000	8/14/2025 10:16 AM	520	0.02	0.01	0.02	0.00	0.00%	15	6	67.19%
SPY250820P00525000	8/12/2025 4:11 PM	525	0.04	0.01	0.02	0.00	0.00%	59	183	64.84%
SPY250820P00530000	8/14/2025 3:41 PM	530	0.01	0.01	0.02	-0.01	-50.00%	35	783	61.72%
SPY250820P00535000	8/14/2025 2:58 PM	535	0.01	0.01	0.02	-0.01	-50.00%	1	596	59.38%
SPY250820P00540000	8/15/2025 4:10 PM	540	0.02	0.01	0.02	-0.01	-33.33%	400	1,285	56.25%
SPY250820P00545000	8/15/2025 4:14 PM	545	0.02	0.01	0.02	-0.01	-33.33%	798	8	53.91%
SPY250820P00550000	8/15/2025 1:30 PM	550	0.03	0.02	0.03	0.00	0.00%	3,025	936	53.52%
SPY250820P00555000	8/15/2025 1:18 PM	555	0.02	0.02	0.03	-0.01	-33.33%	2,865	221	50.78%
SPY250820P00560000	8/15/2025 4:10 PM	560	0.03	0.02	0.03	-0.01	-25.00%	125	702	48.83%
SPY250820P00565000	8/15/2025 9:52 AM	565	0.03	0.03	0.04	-0.02	-40.00%	621	421	47.27%
SPY250820P00570000	8/15/2025 4:07 PM	570	0.04	0.03	0.04	-0.01	-20.00%	749	528	44.34%
SPY250820P00575000	8/14/2025 9:47 AM	575	0.05	0.03	0.04	0.00	0.00%	6	267	41.41%
SPY250820P00580000	8/15/2025 2:58 PM	580	0.04	0.04	0.05	-0.03	-42.86%	18	451	39.65%
SPY250820P00585000	8/15/2025 4:10 PM	585	0.06	0.04	0.05	0.00	0.00%	27	296	36.72%
SPY250820P00590000	8/15/2025 4:10 PM	590	0.06	0.05	0.06	-0.04	-40.00%	151	549	34.47%
SPY250820P00595000	8/15/2025 4:14 PM	595	0.07	0.06	0.07	-0.02	-22.22%	763	448	32.13%
SPY250820P00600000	8/15/2025 4:13 PM	600	0.07	0.06	0.07	-0.03	-30.00%	1,216	446	29.10%
SPY250820P00605000	8/15/2025 1:42 PM	605	0.08	0.08	0.09	-0.06	-42.86%	4	290	26.95%
SPY250820P00608000	8/15/2025 10:12 AM	608	0.09	0.08	0.09	-0.05	-35.71%	4	247	25.10%
SPY250820P00609000	8/15/2025 4:01 PM	609	0.09	0.09	0.10	-0.09	-50.00%	14	154	24.81%
SPY250820P00610000	8/15/2025 4:11 PM	610	0.11	0.09	0.10	-0.05	-31.25%	73	221	24.17%
SPY250820P00611000	8/15/2025 4:00 PM	611	0.07	0.09	0.10	-0.13	-65.00%	8	377	23.54%
SPY250820P00612000	8/15/2025 11:42 AM	612	0.10	0.10	0.11	-0.06	-37.50%	163	116	23.24%
SPY250820P00613000	8/15/2025 3:34 PM	613	0.10	0.10	0.11	-0.08	-44.44%	650	224	22.56%
SPY250820P00614000	8/15/2025 11:58 AM	614	0.10	0.10	0.12	-0.09	-47.37%	2	244	22.22%
SPY250820P00615000	8/15/2025 3:56 PM	615	0.10	0.11	0.12	-0.07	-41.18%	128	698	21.58%
SPY250820P00616000	8/15/2025 11:53 AM	616	0.11	0.11	0.13	-0.07	-38.89%	852	120	21.19%
SPY250820P00617000	8/15/2025 4:05 PM	617	0.14	0.12	0.14	-0.10	-41.67%	19	159	20.75%
SPY250820P00618000	8/15/2025 4:09 PM	618	0.14	0.13	0.14	-0.04	-22.22%	28	115	20.12%
SPY250820P00619000	8/15/2025 4:03 PM	619	0.13	0.13	0.15	-0.10	-43.48%	44	995	19.63%
SPY250820P00620000	8/15/2025 4:11 PM	620	0.16	0.14	0.16	-0.06	-27.27%	2,332	2,329	19.19%
SPY250820P00621000	8/15/2025 3:24 PM	621	0.14	0.15	0.17	-0.07	-33.33%	34	368	18.70%
SPY250820P00622000	8/15/2025 4:11 PM	622	0.18	0.16	0.18	-0.07	-28.00%	107	142	18.16%
SPY250820P00623000	8/15/2025 4:10 PM	623	0.19	0.17	0.19	-0.06	-24.00%	476	2,341	17.63%
SPY250820P00624000	8/15/2025 3:59 PM	624	0.15	0.19	0.21	-0.12	-44.44%	276	309	17.26%
SPY250820P00625000	8/15/2025 4:13 PM	625	0.21	0.20	0.22	-0.07	-25.00%	1,448	2,401	16.68%
SPY250820P00626000	8/15/2025 4:14 PM	626	0.22	0.22	0.24	-0.07	-24.14%	169	418	16.21%
SPY250820P00627000	8/15/2025 4:06 PM	627	0.27	0.25	0.27	-0.08	-22.86%	492	610	15.87%
SPY250820P00628000	8/15/2025 4:14 PM	628	0.29	0.27	0.29	-0.08	-21.62%	500	901	15.33%
SPY250820P00629000	8/15/2025 4:13 PM	629	0.32	0.31	0.33	-0.09	-21.95%	162	482	14.99%
SPY250820P00630000	8/15/2025 4:14 PM	630	0.36	0.35	0.37	-0.11	-23.40%	4,249	3,229	14.58%
SPY250820P00631000	8/15/2025 4:01 PM	631	0.40	0.40	0.42	-0.12	-23.08%	303	1,135	14.21%
SPY250820P00632000	8/15/2025 4:08 PM	632	0.50	0.46	0.48	-0.08	-13.79%	1,463	967	13.84%
SPY250820P00633000	8/15/2025 4:12 PM	633	0.54	0.53	0.55	-0.01	-1.82%	1,290	656	13.49%
SPY250820P00634000	8/15/2025 4:13 PM	634	0.61	0.61	0.63	-0.12	-16.44%	990	449	13.11%
SPY250820P00635000	8/15/2025 4:14 PM	635	0.72	0.70	0.73	-0.11	-13.25%	3,283	3,090	12.78%
SPY250820P00636000	8/15/2025 4:14 PM	636	0.83	0.82	0.85	-0.09	-9.78%	2,499	9,615	12.45%
SPY250820P00637000	8/15/2025 4:14 PM	637	0.97	0.95	0.99	-0.08	-7.62%	1,687	905	12.12%
SPY250820P00638000	8/15/2025 4:14 PM	638	1.13	1.12	1.15	-0.04	-3.42%	1,374	924	11.77%
SPY250820P00639000	8/15/2025 4:14 PM	639	1.32	1.32	1.35	-0.05	-3.65%	1,463	631	11.48%
SPY250820P00640000	8/15/2025 4:14 PM	640	1.58	1.54	1.59	-0.03	-1.86%	11,599	4,501	11.20%
SPY250820P00641000	8/15/2025 4:14 PM	641	1.83	1.82	1.88	0.06	3.39%	1,565	797	10.96%
SPY250820P00642000	8/15/2025 4:13 PM	642	2.17	2.14	2.21	0.05	2.36%	4,197	1,469	10.71%
SPY250820P00643000	8/15/2025 4:14 PM	643	2.55	2.51	2.56	0.12	4.94%	5,144	888	10.33%
SPY250820P00644000	8/15/2025 4:14 PM	644	2.97	2.86	3.11	0.17	6.07%	7,321	1,052	10.50%
SPY250820P00645000	8/15/2025 4:12 PM	645	3.54	3.45	3.61	0.40	12.74%	2,980	945	10.26%
SPY250820P00646000	8/15/2025 4:14 PM	646	4.05	4.02	4.18	0.51	14.41%	2,294	524	10.07%
SPY250820P00647000	8/15/2025 4:06 PM	647	4.92	4.56	4.82	0.88	21.78%	941	756	9.91%
SPY250820P00650000	8/15/2025 3:56 PM	650	7.02	6.88	7.17	1.07	17.98%	150	115	10.07%
SPY250820P00652000	8/15/2025 3:41 PM	652	8.12	8.55	9.55	-0.24	-2.87%	34	34	14.22%
SPY250820P00655000	8/14/2025 4:01 PM	655	10.25	11.00	13.00	-0.35	-3.30%	6	7	19.72%
SPY250821P00435000	8/12/2025 9:31 AM	435	0.01	0.00	0.01	0.00	0.00%	48	50	96.88%
SPY250821P00440000	8/14/2025 9:38 AM	440	0.01	0.00	0.01	0.00	0.00%	1	100	95.31%
SPY250821P00465000	8/8/2025 4:06 PM	465	0.03	0.00	0.01	0.00	0.00%	11	11	81.25%
SPY250821P00500000	8/13/2025 11:47 AM	500	0.02	0.01	0.02	0.00	0.00%	40	22	70.31%
SPY250821P00505000	8/13/2025 11:47 AM	505	0.03	0.01	0.02	0.00	0.00%	40	220	67.97%
SPY250821P00525000	8/15/2025 1:32 PM	525	0.02	0.01	0.02	0.00	0.00%	35	1,623	57.81%
SPY250821P00530000	8/14/2025 12:59 PM	530	0.03	0.02	0.03	0.00	0.00%	1,200	1,395	58.20%
SPY250821P00535000	8/15/2025 1:32 PM	535	0.02	0.02	0.03	-0.01	-33.33%	860	75	55.47%
SPY250821P00555000	8/15/2025 10:55 AM	555	0.03	0.03	0.04	-0.01	-25.00%	1	301	47.46%
